id,title,description,availability,availability date,expiration date,link,mobile link,image link,price,sale price,sale price effective date,identifier exists,gtin,mpn,brand,product highlight,product detail,additional image link,condition,adult,color,size,size type,size system,gender,material,pattern,age group,multipack,is bundle,unit pricing measure,unit pricing base measure,energy efficiency class,min energy efficiency class,min energy efficiency class.1,item group id,sell on google quantity
INV-0051,Sunsilk Shampoo Black Shine 330ml,Shampoo 330ml,in_stock,,,https://luckystore.com/product/INV-0051,,,350.0,350.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0052,Radhuni Dhoniya Gura 50gm,50gm,in_stock,,,https://luckystore.com/product/INV-0052,,,32.0,32.0,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,,
INV-0053,Bellame Peanut Bite Cookies 240g,Bellame Peanut Bite Cookies 240g. Premium quality Biscuits & Cookies available at Lucky Store.,in_stock,,,https://luckystore.com/product/INV-0053,,,70.0,70.0,,,,,DIPLOMA,,,,new,,,,,,,,,,,,,,,,,,
INV-0054,Haiko Bit Salt Powder - 80g,Haiko Bit Salt Powder - 80g. Premium quality Spices  available at Lucky Store.,in_stock,,,https://luckystore.com/product/INV-0054,,,55.0,55.0,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,,
INV-0055,Volt Pencil Battery UM-4,Volt Pencil Battery UM-4. Premium quality Electronics available at Lucky Store.,in_stock,,,https://luckystore.com/product/INV-0055,,,30.0,30.0,,,,,Olympic Industries Limited,,,,new,,,,,,,,,,,,,,,,,,
INV-0056,Safe Touch 0034 4Port 5m Cable Multiplug Heavy Duty White,Safe Touch 0034 4Port 5m Cable Multiplug Heavy Duty White. Premium quality Electronics available at Lucky Store.,in_stock,,,https://luckystore.com/product/INV-0056,,,220.0,220.0,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,,
INV-0057,Sunsilk Hairfall Solution 170ml,Shampoo 170ml,in_stock,,,https://luckystore.com/product/INV-0057,,,180.0,180.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0058,Paijam Atob 25KG (Boiled),25KG Bag,in_stock,,,https://luckystore.com/product/INV-0058,,,-25.0,70.0,,,,,Mim Enterprise (Pahartali),,,,new,,,,,,,,,,,,,,,,,,
INV-0059,Domex 750ml,Dishwashing Liquid 750ml,in_stock,,,https://luckystore.com/product/INV-0059,,,175.0,165.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0060,Tresemme Shampoo Color Revitalized 580ml,Shampoo 580ml,in_stock,,,https://luckystore.com/product/INV-0060,,,700.0,680.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0061,Sunsilk Black Shine 170ml,Shampoo 170ml,in_stock,,,https://luckystore.com/product/INV-0061,,,180.0,180.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0062,Radhuni Vinegar 540ml,540ml,in_stock,,,https://luckystore.com/product/INV-0062,,,70.0,70.0,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,,
INV-0063,Clear Shampoo Cool Sport Menthol 5ml,Shampoo 5ml,in_stock,,,https://luckystore.com/product/INV-0063,,,5.0,5.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0064,Tresemme Shampoo Keratin Smooth 185ml,Shampoo 185ml,in_stock,,,https://luckystore.com/product/INV-0064,,,350.0,340.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0065,Sunsilk Hijab Refresh 340ml,Shampoo 340ml,in_stock,,,https://luckystore.com/product/INV-0065,,,420.0,415.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0066,Tresemme Keratin 190ml,Conditioner 190ml,in_stock,,,https://luckystore.com/product/INV-0066,,,320.0,310.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0067,Dano Daily Pusti 200g,Dano Daily Pusti 200g. Premium quality Dairy & Eggs available at Lucky Store.,in_stock,,,https://luckystore.com/product/INV-0067,,,180.0,180.0,,,,,DANO,,,,new,,,,,,,,,,,,,,,,,,
INV-0068,Sunsilk Shampoo Thick & Long 340ml,Shampoo 340ml,in_stock,,,https://luckystore.com/product/INV-0068,,,350.0,345.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0069,Jirashail 25KG (Bashir),25KG Bag,in_stock,,,https://luckystore.com/product/INV-0069,,,2025.0,82.0,,,,,Mim Enterprise (Pahartali),,,,new,,,,,,,,,,,,,,,,,,
INV-0070,Ponds White Beauty 50g,Facewash 50g,in_stock,,,https://luckystore.com/product/INV-0070,,,120.0,110.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0071,Lifebouy Health Care 150g,Soap 150g,in_stock,,,https://luckystore.com/product/INV-0071,,,90.0,90.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0072,Sunsilk Shampoo Thick & Long 170ml,Shampoo 170ml,in_stock,,,https://luckystore.com/product/INV-0072,,,180.0,175.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0073,Dove Shampoo Hairfall Rescue 170ml,Shampoo 170ml,in_stock,,,https://luckystore.com/product/INV-0073,,,200.0,195.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0074,Orange Biscuit - Family Pack,Orange Biscuit - Family Pack. Premium quality Biscuits & Cookies available at Lucky Store.,in_stock,,,https://luckystore.com/product/INV-0074,,,40.0,40.0,,,,,Olympic Industries Limited,,,,new,,,,,,,,,,,,,,,,,,
INV-0075,Dove Cream Bar 135g,Soap 135g,in_stock,,,https://luckystore.com/product/INV-0075,,,160.0,150.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0076,Sunsilk Shampoo Black Shine 80ml,Shampoo 80ml,in_stock,,,https://luckystore.com/product/INV-0076,,,90.0,90.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0077,Dove Shampoo Intensive Repair 170ml,Shampoo 170ml,in_stock,,,https://luckystore.com/product/INV-0077,,,200.0,195.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0078,Dove Cream Pink Bar 135g,Soap 135g,in_stock,,,https://luckystore.com/product/INV-0078,,,160.0,150.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0079,Dove Shampoo Nourishing Oil 170ml,Oil 170ml,in_stock,,,https://luckystore.com/product/INV-0079,,,200.0,195.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0080,Sunsilk Hairfall Solution 340ml,Shampoo 340ml,in_stock,,,https://luckystore.com/product/INV-0080,,,350.0,350.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0081,Onions - piyaj,50KG Bag,in_stock,,,https://luckystore.com/product/INV-0081,,,38.0,38.0,,,,,Mim Enterprise (Pahartali),,,,new,,,,,,,,,,,,,,,,,,
INV-0082,Sunsilk Shampoo Onion 375ml,Shampoo 375ml,in_stock,,,https://luckystore.com/product/INV-0082,,,420.0,410.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0083,Radhuni Gorur Mangsho Masala 100gm,100gm,in_stock,,,https://luckystore.com/product/INV-0083,,,90.0,90.0,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,,
INV-0084,Surf Excel 500g,Laundry Powder 500g,in_stock,,,https://luckystore.com/product/INV-0084,,,120.0,114.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0085,Rin Fabric Solution Liquid 400ml,Laundry Liquid 400ml,in_stock,,,https://luckystore.com/product/INV-0085,,,120.0,114.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0086,Close Up Menthol Fresh Toothpaste 85g,Toothpaste 85g,in_stock,,,https://luckystore.com/product/INV-0086,,,105.0,100.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0087,Sunsilk Conditioner Hair Fall Solution 180ml,Shampoo 180ml,in_stock,,,https://luckystore.com/product/INV-0087,,,200.0,200.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0088,Surf Excel Matic Liquid Top 1L ,,,,,,,,400.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
INV-0089,Bashundhara Facial tissue box 120pcs,Bashundhara Facial tissue box 120pcs. Premium quality Cleaning Supply available at Lucky Store.,in_stock,,,https://luckystore.com/product/INV-0089,,,85.0,80.0,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,,
INV-0090,Glucose mini,Powdered Drink,in_stock,,,https://luckystore.com/product/INV-0090,,,130.0,125.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0091,Sunsilk Shampoo Volume 375ml,Shampoo 375ml,in_stock,,,https://luckystore.com/product/INV-0091,,,420.0,415.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0092,Dove Shampoo Intensive Repair 330ml,Shampoo 330ml,in_stock,,,https://luckystore.com/product/INV-0092,,,440.0,430.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0093,Lifebouy Liquid Total 200ml,Handwash 200ml,in_stock,,,https://luckystore.com/product/INV-0093,,,120.0,120.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0094,Radhuni Premium Ghee 200gm,200gm,in_stock,,,https://luckystore.com/product/INV-0094,,,425.0,425.0,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,,
INV-0095,Dove Shampoo Oxygen Moisture 330ml,Shampoo 330ml,in_stock,,,https://luckystore.com/product/INV-0095,,,440.0,430.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0096,Clear Shampoo Complete Active Care 5.5ml,Shampoo 5.5ml,in_stock,,,https://luckystore.com/product/INV-0096,,,4.0,4.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0097,Clear Shampoo Anti Hair Fall 330ml,Shampoo 330ml,in_stock,,,https://luckystore.com/product/INV-0097,,,400.0,390.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0098,Lifebouy Liquid Handwash Care 200g,Handwash 200ml,in_stock,,,https://luckystore.com/product/INV-0098,,,120.0,120.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0099,Ponds Superlight Gel 100ml,Ponds Superlight Gel 100ml. Premium quality Personal Care available at Lucky Store.,in_stock,,,https://luckystore.com/product/INV-0099,,,350.0,335.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0100,Clear Shampoo Complete Active Care 170ml,Shampoo 170ml,in_stock,,,https://luckystore.com/product/INV-0100,,,240.0,230.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0101,Clear Shampoo Complete Active Care 330ml,Shampoo 330ml,in_stock,,,https://luckystore.com/product/INV-0101,,,400.0,390.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0102,Kodomo Bubble Fruit Toothpaste Gel Ultra Shield Formula (0.5 Years Up) - 40g,Kodomo Bubble Fruit Toothpaste Gel Ultra Shield Formula (0.5 Years Up) - 40g. Premium quality Baby Care available at Lucky Store.,in_stock,,,https://luckystore.com/product/INV-0102,,,165.0,165.0,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,,
INV-0103,Ponds Skin Cream White Beauty 35g,Cream 35g,in_stock,,,https://luckystore.com/product/INV-0103,,,280.0,265.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0104,Miniket Atob (Shonko) Loose,50KG Bag,in_stock,,,https://luckystore.com/product/INV-0104,,,71.0,71.0,,,,,S.M Enterprise (Pahartali),,,,new,,,,,,,,,,,,,,,,,,
INV-0105,Marks Powder 75gm,75gm,in_stock,,,https://luckystore.com/product/INV-0105,,,80.0,80.0,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,,
INV-0106,Transtec LED Bright 15w Pin,Transtec LED Bright 15w Pin. Premium quality Electronics available at Lucky Store.,in_stock,,,https://luckystore.com/product/INV-0106,,,265.0,265.0,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,,
INV-0107,Knorr Soup Chicken Corn 24g,Packet Soup 24g,in_stock,,,https://luckystore.com/product/INV-0107,,,55.0,55.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0108,Dove Cream Bar 50g,Soap 25g,in_stock,,,https://luckystore.com/product/INV-0108,,,70.0,66.5,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0109,Knorr Soup Thai 28g,Packet Soup 28g,in_stock,,,https://luckystore.com/product/INV-0109,,,55.0,55.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0110,Detos Sweet Chilli Chips 30g,Detos Sweet Chilli Chips 30g. Premium quality Snacks available at Lucky Store.,in_stock,,,https://luckystore.com/product/INV-0110,,,20.0,20.0,,,,,DIPLOMA,,,,new,,,,,,,,,,,,,,,,,,
INV-0111,Standard Horlicks Jar 18g,Powdered Drink 18g,in_stock,,,https://luckystore.com/product/INV-0111,,,20.0,20.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0112,Surf Excel Fabric Solution Quick Wash 18g,Laundry Soap 18g,in_stock,,,https://luckystore.com/product/INV-0112,,,5.0,5.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0113,Vim Dish Washing Bar 125g,Dishwashing Bar 125g,in_stock,,,https://luckystore.com/product/INV-0113,,,15.0,15.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0114,Vim Dish Washing Powder 500g,Dishwashing Powder 500g,in_stock,,,https://luckystore.com/product/INV-0114,,,50.0,50.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0115,Glucose 350g,Powdered Drink 350g,in_stock,,,https://luckystore.com/product/INV-0115,,,135.0,130.0,,,,,Unilever,,,,new,,,,,,,,,,,,,,,,,,
INV-0116,Kellogs Oats 900g,Kellogs Oats 900g. Premium quality Cereals available at Lucky Store.,in_stock,,,https://luckystore.com/product/INV-0116,,,750.0,750.0,,,,,KELLOGS,,,,new,,,,,,,,,,,,,,,,,,
INV-0117,Aarong Standardized Milk 500ml,Aarong Standardized Milk 500ml. Premium quality Dairy & Eggs available at Lucky Store.,in_stock,,,https://luckystore.com/product/INV-0117,,,50.0,50.0,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,,
INV-0118,Tang Orange Refill Pack 200gm,Tang Orange Refill Pack 200gm. Premium quality Beverages available at Lucky Store.,in_stock,,,https://luckystore.com/product/INV-0118,,,200.0,200.0,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,,
INV-0119,detol bodywash ,,,,,,,,225.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
