id,title,description,availability,availability date,expiration date,link,mobile link,image link,price,sale price,sale price effective date,identifier exists,gtin,mpn,brand,product highlight,product detail,additional image link,condition,adult,color,size,size type,size system,gender,material,pattern,age group,multipack,is bundle,unit pricing measure,unit pricing base measure,energy efficiency class,min energy efficiency class,min energy efficiency class.1,item group id,sell on google quantity
BCD-DIP-001,Bellame Chocolate Digestive 135g,Bellame Chocolate Digestive 135g. Premium quality Biscuits & Cookies available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/BCD-DIP-001,https://luckystore1947.vercel.app/product/BCD-DIP-001,,50 BDT,50 BDT,,,,,Diploma,,,,new,,,,,,,,,,,,,,,,,Bellame Chocolate Digestive-Diploma-01,
BCF-DIP-001,Bellame Chocolate Fondue Cookie 176g,Bellame Chocolate Fondue Cookie 176g. Premium quality Biscuits & Cookies available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/BCF-DIP-001,https://luckystore1947.vercel.app/product/BCF-DIP-001,,150 BDT,150 BDT,,,,,Diploma,,,,new,,,,,,,,,,,,,,,,,Bellame Chocolate Fondue-Diploma-01,
BDB-DIP-001,Bellame Digestive Biscuit 135g,check MRP,in_stock,,,https://luckystore1947.vercel.app/product/BDB-DIP-001,https://luckystore1947.vercel.app/product/BDB-DIP-001,,35 BDT,35 BDT,,,,,Diploma,,,,new,,,,,,,,,,,,,,,,,Bellame Digestive Biscuit-Diploma-01,
BPB-DIP-001,Bellame Peanut Bite Cookies 240g,Bellame Peanut Bite Cookies 240g. Premium quality Biscuits & Cookies available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/BPB-DIP-001,https://luckystore1947.vercel.app/product/BPB-DIP-001,,70 BDT,70 BDT,,,,,Diploma,,,,new,,,,,,,,,,,,,,,,,Bellame Peanut Bite-Diploma-01,
DNC-DIP-001,Detos Nacho Cheese Chips 30g,Detos Nacho Cheese Chips 30g. Premium quality Snacks available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/DNC-DIP-001,https://luckystore1947.vercel.app/product/DNC-DIP-001,,20 BDT,20 BDT,,,,,Diploma,,,,new,,,,,,,,,,,,,,,,,Detos Nacho Cheese-Diploma-01,
DSC-DIP-001,Detos Sweet Chilli Chips 30g,Detos Sweet Chilli Chips 30g. Premium quality Snacks available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/DSC-DIP-001,https://luckystore1947.vercel.app/product/DSC-DIP-001,,20 BDT,20 BDT,,,,,Diploma,,,,new,,,,,,,,,,,,,,,,,Detos Sweet Chilli-Diploma-01,
DIK-DIP-001,Diploma IFCMP 1kg,Diploma IFCMP 1kg. Premium quality Dairy & Eggs available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/DIK-DIP-001,https://luckystore1947.vercel.app/product/DIK-DIP-001,,950 BDT,950 BDT,,,,,Diploma,,,,new,,,,,,,,,,,,,,,,,Diploma IFCMP kg-Diploma-01,
DII-DIP-001,Diploma IFCMP 200g,Diploma IFCMP 200g. Premium quality Dairy & Eggs available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/DII-DIP-001,https://luckystore1947.vercel.app/product/DII-DIP-001,,205 BDT,205 BDT,,,,,Diploma,,,,new,,,,,,,,,,,,,,,,,Diploma IFCMP-Diploma-01,
DII-DIP-002,Diploma IFCMP 500g,Diploma IFCMP 500g. Premium quality Dairy & Eggs available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/DII-DIP-002,https://luckystore1947.vercel.app/product/DII-DIP-002,,480 BDT,480 BDT,,,,,Diploma,,,,new,,,,,,,,,,,,,,,,,Diploma IFCMP-Diploma-02,
DIN-DIP-001,Doodles Instant Noodles Masala 62g (12 Pack),Check physicall if given,in_stock,,,https://luckystore1947.vercel.app/product/DIN-DIP-001,https://luckystore1947.vercel.app/product/DIN-DIP-001,,160 BDT,160 BDT,,,,,Diploma,,,,new,,,,,,,,,,,,,,,,,Doodles Instant Noodles-Diploma-01,
DIN-DIP-002,Doodles Instant Noodles Masala 62g (24 Pack),Doodles Instant Noodles Masala flavor 62g pack of 24. Quick and tasty meal.,in_stock,,,https://luckystore1947.vercel.app/product/DIN-DIP-002,https://luckystore1947.vercel.app/product/DIN-DIP-002,,90 BDT,90 BDT,,,,,Diploma,,,,new,,,,,,,,,,,,,,,,,Doodles Instant Noodles-Diploma-02,
DIN-DIP-003,Doodles Instant Noodles Masala 62g (8 Pack),Doodles Instant Noodles Masala 62g (8 Pack). Premium quality Snacks available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/DIN-DIP-003,https://luckystore1947.vercel.app/product/DIN-DIP-003,,250 BDT,250 BDT,,,,,Diploma,,,,new,,,,,,,,,,,,,,,,,Doodles Instant Noodles-Diploma-03,
DIN-DIP-004,Doodles Instant Noodles Ramen 62g (4 Pack),Doodles Instant Noodles Ramen 62g (4 Pack). Premium quality Snacks available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/DIN-DIP-004,https://luckystore1947.vercel.app/product/DIN-DIP-004,,110 BDT,105 BDT,,,,,Diploma,,,,new,,,,,,,,,,,,,,,,,Doodles Instant Noodles-Diploma-04,
DIN-DIP-005,Doodles Instant Noodles Ramen 62g (8 Pack),Doodles Instant Noodles Ramen 62g (8 Pack). Premium quality Snacks available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/DIN-DIP-005,https://luckystore1947.vercel.app/product/DIN-DIP-005,,210 BDT,210 BDT,,,,,Diploma,,,,new,,,,,,,,,,,,,,,,,Doodles Instant Noodles-Diploma-05,
DSN-DIP-001,Doodles Stick Noodles Chicken Delight 300g,Doodles Stick Noodles Chicken Delight 300g. Premium quality Snacks available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/DSN-DIP-001,https://luckystore1947.vercel.app/product/DSN-DIP-001,,50 BDT,50 BDT,,,,,Diploma,,,,new,,,,,,,,,,,,,,,,,Doodles Stick Noodles-Diploma-01,
PCC-DIP-001,Poppers Corn Coconut Crackers 25g,Poppers Corn Coconut Crackers 25g. Premium quality Snacks available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/PCC-DIP-001,https://luckystore1947.vercel.app/product/PCC-DIP-001,,20 BDT,20 BDT,,,,,Diploma,,,,new,,,,,,,,,,,,,,,,,Poppers Corn Coconut-Diploma-01,
APP-GOD-001,AER Pocket Perfume,Perfume,in_stock,,,https://luckystore1947.vercel.app/product/APP-GOD-001,https://luckystore1947.vercel.app/product/APP-GOD-001,,75 BDT,75 BDT,,,,,Godrej,,,,new,,,,,,,,,,,,,,,,,AER Pocket Perfume-Godrej-01,
ESH-GOD-001,Expert Shampoo Hair Color 5g,Hair Color,in_stock,,,https://luckystore1947.vercel.app/product/ESH-GOD-001,https://luckystore1947.vercel.app/product/ESH-GOD-001,,30 BDT,30 BDT,,,,,Godrej,,,,new,,,,,,,,,,,,,,,,,Expert Shampoo Hair-Godrej-01,
ESH-GOD-002,Expert Shampoo Hair Color 9g,Hair Color,in_stock,,,https://luckystore1947.vercel.app/product/ESH-GOD-002,https://luckystore1947.vercel.app/product/ESH-GOD-002,,50 BDT,50 BDT,,,,,Godrej,,,,new,,,,,,,,,,,,,,,,,Expert Shampoo Hair-Godrej-02,
GBH-GOD-001,Godrej Black Hit (200ml),Aerosol 200ml,in_stock,,,https://luckystore1947.vercel.app/product/GBH-GOD-001,https://luckystore1947.vercel.app/product/GBH-GOD-001,,225 BDT,225 BDT,,,,,Godrej,,,,new,,,,,,,,,,,,,,,,,Godrej Black Hit-Godrej-01,
GBH-GOD-002,Godrej Black Hit/Lime (475ml),Aerosol 475ml,in_stock,,,https://luckystore1947.vercel.app/product/GBH-GOD-002,https://luckystore1947.vercel.app/product/GBH-GOD-002,,375 BDT,400 BDT,,,,,Godrej,,,,new,,,,,,,,,,,,,,,,,Godrej Black Hit-Godrej-02,
GGK-GOD-001,Godrej Good Knight Power Activ+ (Machine + Refill),Mosquito Killer,in_stock,,,https://luckystore1947.vercel.app/product/GGK-GOD-001,https://luckystore1947.vercel.app/product/GGK-GOD-001,,180 BDT,180 BDT,,,,,Godrej,,,,new,,,,,,,,,,,,,,,,,Godrej Good Knight-Godrej-01,
GGK-GOD-002,Godrej Good Knigth Bullet (Machine+Refill),Mosquito Killer,in_stock,,,https://luckystore1947.vercel.app/product/GGK-GOD-002,https://luckystore1947.vercel.app/product/GGK-GOD-002,,95 BDT,95 BDT,,,,,Godrej,,,,new,,,,,,,,,,,,,,,,,Godrej Good Knigth-Godrej-01,
GMH-GOD-001,Godrej Magic Handwash Refill,Handwash Refill,in_stock,,,https://luckystore1947.vercel.app/product/GMH-GOD-001,https://luckystore1947.vercel.app/product/GMH-GOD-001,,30 BDT,30 BDT,,,,,Godrej,,,,new,,,,,,,,,,,,,,,,,Godrej Magic Handwash-Godrej-01,
GPH-GOD-001,Godrej Powder Hair Dye Black 3g,Hair Color Powder,in_stock,,,https://luckystore1947.vercel.app/product/GPH-GOD-001,https://luckystore1947.vercel.app/product/GPH-GOD-001,,18 BDT,15 BDT,,,,,Godrej,,,,new,,,,,,,,,,,,,,,,,Godrej Powder Hair-Godrej-01,
GRH-GOD-001,Godrej Red HIT (200ml),Aerosol 200ml,in_stock,,,https://luckystore1947.vercel.app/product/GRH-GOD-001,https://luckystore1947.vercel.app/product/GRH-GOD-001,,200 BDT,200 BDT,,,,,Godrej,,,,new,,,,,,,,,,,,,,,,,Godrej Red HIT-Godrej-01,
GRH-GOD-002,Godrej Red Hit (400ml),Aerosol 400ml,in_stock,,,https://luckystore1947.vercel.app/product/GRH-GOD-002,https://luckystore1947.vercel.app/product/GRH-GOD-002,,360 BDT,350 BDT,,,,,Godrej,,,,new,,,,,,,,,,,,,,,,,Godrej Red Hit-Godrej-02,
GOS-GOD-001,Godrej Soap,Soap,in_stock,,,https://luckystore1947.vercel.app/product/GOS-GOD-001,https://luckystore1947.vercel.app/product/GOS-GOD-001,,230 BDT,230 BDT,,,,,Godrej,,,,new,,,,,,,,,,,,,,,,,Godrej Soap-Godrej-01,
GRL-GOD-001,Goodknight Refill Liquid (45ml),45ml,in_stock,,,https://luckystore1947.vercel.app/product/GRL-GOD-001,https://luckystore1947.vercel.app/product/GRL-GOD-001,,130 BDT,125 BDT,,,,,Godrej,,,,new,,,,,,,,,,,,,,,,,Goodknight Refill Liquid-Godrej-01,
PAS-GOO-001,Pepsodent Advanced Salt 70g,Pepsodent Advanced Salt Toothpaste 70g. Helps strengthen teeth and provides advanced salt benefits.,in_stock,,,https://luckystore1947.vercel.app/product/PAS-GOO-001,https://luckystore1947.vercel.app/product/PAS-GOO-001,,90 BDT,85 BDT,,,853764007422,GOOG70TU7000,Goog70Tu7000,"""New Display LED"", ""Resolution 4K (2160p)""","""Display Type:LED:new"", ""Display:Resolution:4K (2160p)""","https://static.awesomebrand.com/1111_100-1.jpg,https://static.awesomebrand.com/1111_100-2.jpg,",new,no,Titan Gray,"70""",,,,,,,3,,1.5 kg,100 g,,,,Pepsodent Advanced Salt-Goog70Tu7000-01,
DRC-KAZ-001,Dry Cake (300g),Dry Cake (300g). Premium quality Biscuits & Cookies available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/DRC-KAZ-001,https://luckystore1947.vercel.app/product/DRC-KAZ-001,,145 BDT,145 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Dry Cake-Kazi Farms Kitchen-01,
KAT-KAZ-001,Kazi Toast 250g,Kazi Toast 250g. Premium quality Biscuits & Cookies available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/KAT-KAZ-001,https://luckystore1947.vercel.app/product/KAT-KAZ-001,,60 BDT,60 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Kazi Toast-Kazi Farms Kitchen-01,
MDC-KAZ-001,Mini Dry Cake,Mini Dry Cake. Premium quality Biscuits & Cookies available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/MDC-KAZ-001,https://luckystore1947.vercel.app/product/MDC-KAZ-001,,10 BDT,10 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Mini Dry Cake-Kazi Farms Kitchen-01,
MBC-KAZ-001,Muffin Bread Chocolate 324g,Muffin Bread Chocolate 324g. Premium quality Biscuits & Cookies available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/MBC-KAZ-001,https://luckystore1947.vercel.app/product/MBC-KAZ-001,,180 BDT,175 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Muffin Bread Chocolate-Kazi Farms Kitchen-01,
MBV-KAZ-001,Muffin Bread Vanilla 324g,Muffin Bread Vanilla 324g. Premium quality Biscuits & Cookies available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/MBV-KAZ-001,https://luckystore1947.vercel.app/product/MBV-KAZ-001,,180 BDT,175 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Muffin Bread Vanilla-Kazi Farms Kitchen-01,
MLC-KAZ-001,Muffin Lata Chocolate 8g,Muffin Lata Chocolate 8g. Premium quality Biscuits & Cookies available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/MLC-KAZ-001,https://luckystore1947.vercel.app/product/MLC-KAZ-001,,10 BDT,10 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Muffin Lata Chocolate-Kazi Farms Kitchen-01,
MLF-KAZ-001,Muffin Lata Fruit 8g,Muffin Lata Fruit 8g. Premium quality Biscuits & Cookies available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/MLF-KAZ-001,https://luckystore1947.vercel.app/product/MLF-KAZ-001,,10 BDT,10 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Muffin Lata Fruit-Kazi Farms Kitchen-01,
MLV-KAZ-001,Muffin Lata Vanilla 8g,Muffin Lata Vanilla 8g. Premium quality Biscuits & Cookies available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/MLV-KAZ-001,https://luckystore1947.vercel.app/product/MLV-KAZ-001,,10 BDT,10 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Muffin Lata Vanilla-Kazi Farms Kitchen-01,
PCC-KAZ-001,Pound Cake Chocolate,Pound Cake Chocolate. Premium quality Biscuits & Cookies available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/PCC-KAZ-001,https://luckystore1947.vercel.app/product/PCC-KAZ-001,,120 BDT,120 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Pound Cake Chocolate-Kazi Farms Kitchen-01,
PCF-KAZ-001,Pound Cake Fruit,Pound Cake Fruit. Premium quality Biscuits & Cookies available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/PCF-KAZ-001,https://luckystore1947.vercel.app/product/PCF-KAZ-001,,130 BDT,130 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Pound Cake Fruit-Kazi Farms Kitchen-01,
PCV-KAZ-001,Pound Cake Vanilla,Pound Cake Vanilla. Premium quality Biscuits & Cookies available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/PCV-KAZ-001,https://luckystore1947.vercel.app/product/PCV-KAZ-001,,120 BDT,120 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Pound Cake Vanilla-Kazi Farms Kitchen-01,
SPC-KAZ-001,Slice Pound Cake Chocolate,Slice Pound Cake Chocolate. Premium quality Biscuits & Cookies available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/SPC-KAZ-001,https://luckystore1947.vercel.app/product/SPC-KAZ-001,,35 BDT,35 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Slice Pound Cake-Kazi Farms Kitchen-01,
SPC-KAZ-002,Slice Pound Cake Milk,Slice Pound Cake Milk. Premium quality Biscuits & Cookies available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/SPC-KAZ-002,https://luckystore1947.vercel.app/product/SPC-KAZ-002,,5 BDT,5 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Slice Pound Cake-Kazi Farms Kitchen-02,
SPC-KAZ-003,Slice Pound Cake Vanilla,Slice Pound Cake Vanilla. Premium quality Biscuits & Cookies available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/SPC-KAZ-003,https://luckystore1947.vercel.app/product/SPC-KAZ-003,,30 BDT,30 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Slice Pound Cake-Kazi Farms Kitchen-03,
TKS-KAZ-001,Tomato Ketchup Small,Tomato Ketchup Small. Premium quality Condiments available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/TKS-KAZ-001,https://luckystore1947.vercel.app/product/TKS-KAZ-001,,100 BDT,95 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Tomato Ketchup Small-Kazi Farms Kitchen-01,
KAC-KEL-001,Kellogs Almond Corn Flakes 300g,Kellogs Almond Corn Flakes 300g. Premium quality Cereals available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/KAC-KEL-001,https://luckystore1947.vercel.app/product/KAC-KEL-001,,580 BDT,580 BDT,,,,,Kelloggs,,,,new,,,,,,,,,,,,,,,,,Kellogs Almond Corn-Kelloggs-01,
KEC-KEL-001,Kellogs Chocos 127g,Kellogs Chocos 127g. Premium quality Cereals available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/KEC-KEL-001,https://luckystore1947.vercel.app/product/KEC-KEL-001,,180 BDT,180 BDT,,,,,Kelloggs,,,,new,,,,,,,,,,,,,,,,,Kellogs Chocos-Kelloggs-01,
KEC-KEL-002,Kellogs Chocos 250g,Kellogs Chocos 250g. Premium quality Cereals available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/KEC-KEL-002,https://luckystore1947.vercel.app/product/KEC-KEL-002,,390 BDT,390 BDT,,,,,Kelloggs,,,,new,,,,,,,,,,,,,,,,,Kellogs Chocos-Kelloggs-02,
KCF-KEL-001,Kellogs Chocos Fills Centred Pillow 250g,Kellogs Chocos Fills Centred Pillow 250g. Premium quality Cereals available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/KCF-KEL-001,https://luckystore1947.vercel.app/product/KCF-KEL-001,,570 BDT,570 BDT,,,,,Kelloggs,,,,new,,,,,,,,,,,,,,,,,Kellogs Chocos Fills-Kelloggs-01,
KCF-KEL-002,Kellogs Corn Flakes Real Honey 300g,Kellogs Corn Flakes Real Honey 300g. Premium quality Cereals available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/KCF-KEL-002,https://luckystore1947.vercel.app/product/KCF-KEL-002,,580 BDT,580 BDT,,,,,Kelloggs,,,,new,,,,,,,,,,,,,,,,,Kellogs Corn Flakes-Kelloggs-01,
KFL-KEL-001,Kellogs Fruit Loops 285g,Kellogs Fruit Loops 285g. Premium quality Cereals available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/KFL-KEL-001,https://luckystore1947.vercel.app/product/KFL-KEL-001,,570 BDT,570 BDT,,,,,Kelloggs,,,,new,,,,,,,,,,,,,,,,,Kellogs Fruit Loops-Kelloggs-01,
KEP-KEL-001,Kellogs K-Park 26g,Kellogs K-Park 26g. Crispy and tasty cereal snack.,in_stock,,,https://luckystore1947.vercel.app/product/KEP-KEL-001,https://luckystore1947.vercel.app/product/KEP-KEL-001,,20 BDT,20 BDT,,,,,Kelloggs,,,,new,,,,,,,,,,,,,,,,,Kellogs Park-Kelloggs-01,
KMC-KEL-001,Kellogs Muesli Crunchy Fruit & Nut 500g,Kellogs Muesli Crunchy Fruit & Nut 500g. Premium quality Cereals available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/KMC-KEL-001,https://luckystore1947.vercel.app/product/KMC-KEL-001,,1000 BDT,1000 BDT,,,,,Kelloggs,,,,new,,,,,,,,,,,,,,,,,Kellogs Muesli Crunchy-Kelloggs-01,
KEO-KEL-001,Kellogs Oats 400g,Kellogs Oats 400g. Premium quality Cereals available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/KEO-KEL-001,https://luckystore1947.vercel.app/product/KEO-KEL-001,,360 BDT,360 BDT,,,,,Kelloggs,,,,new,,,,,,,,,,,,,,,,,Kellogs Oats-Kelloggs-01,
KEO-KEL-002,Kellogs Oats 900g,Kellogs Oats 900g. Premium quality Cereals available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/KEO-KEL-002,https://luckystore1947.vercel.app/product/KEO-KEL-002,,750 BDT,750 BDT,,,,,Kelloggs,,,,new,,,,,,,,,,,,,,,,,Kellogs Oats-Kelloggs-02,
ALM-LUC-001,Aarong Liquid Milk 1ltr,Aarong Liquid Milk 1ltr. Premium quality Dairy & Eggs available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/ALM-LUC-001,https://luckystore1947.vercel.app/product/ALM-LUC-001,,100 BDT,100 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Aarong Liquid Milk-Lucky Store-01,
ASM-LUC-001,Aarong Standardized Milk 500ml,Aarong Standardized Milk 500ml. Premium quality Dairy & Eggs available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/ASM-LUC-001,https://luckystore1947.vercel.app/product/ASM-LUC-001,,50 BDT,50 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Aarong Standardized Milk-Lucky Store-01,
ACH-LUC-001,ABC Cup Hot Gulai Chicken Flavour - 60g,ABC Cup Hot Gulai Chicken Flavour - 60g. Premium quality Snacks available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/ACH-LUC-001,https://luckystore1947.vercel.app/product/ACH-LUC-001,,190 BDT,190 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,ABC Cup Hot-Lucky Store-01,
AIC-LUC-001,AMA 3 in 1 Coffee Mix 14gm,14gm,in_stock,,,https://luckystore1947.vercel.app/product/AIC-LUC-001,https://luckystore1947.vercel.app/product/AIC-LUC-001,,10 BDT,10 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,AMA in Coffee-Lucky Store-01,
ACC-LUC-001,AMA Classic Coffee 1gm,1gm,in_stock,,,https://luckystore1947.vercel.app/product/ACC-LUC-001,https://luckystore1947.vercel.app/product/ACC-LUC-001,,90 BDT,90 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,AMA Classic Coffee-Lucky Store-01,
ACG-LUC-001,Aril Chewing Gum Box 75pcs,Aril Chewing Gum Box 75pcs. Premium quality Chocolates & Candies available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/ACG-LUC-001,https://luckystore1947.vercel.app/product/ACG-LUC-001,,2 BDT,2 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Aril Chewing Gum-Lucky Store-01,
APS-LUC-001,Avonee Pant Style Baby Diaper (9-14Kg) - L 48pcs,Avonee Pant Style Baby Diaper (9-14Kg) - L 48pcs. Premium quality Baby Care available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/APS-LUC-001,https://luckystore1947.vercel.app/product/APS-LUC-001,,1100 BDT,1100 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Avonee Pant Style-Lucky Store-01,
ADC-LUC-001,Awei Data Cable Micro USB (CL-115M),Awei Data Cable Micro USB (CL-115M). Premium quality Electronics available at Lucky Store.,in_stock,,,https://luckystore1947.vercel.app/product/ADC-LUC-001,https://luckystore1947.vercel.app/product/ADC-LUC-001,,180 BDT,180 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Awei Data Cable-Lucky Store-01,
