id,title,description,availability,availability date,expiration date,link,mobile link,image link,price,sale price,sale price effective date,identifier exists,gtin,mpn,brand,product highlight,product detail,additional image link,condition,adult,color,size,size type,size system,gender,material,pattern,age group,multipack,is bundle,unit pricing measure,unit pricing base measure,energy efficiency class,min energy efficiency class,min energy efficiency class.1,item group id,sell on google quantity,sale_price,cost,category,supplier,image_url,barcode,search_text,cost_confidence,image_confidence
DII-DIP-002,Diploma IFCMP 500g,Diploma IFCMP 500g,in_stock,,,https://luckystore1947.vercel.app/product/DII-DIP-002,https://luckystore1947.vercel.app/product/DII-DIP-002,,480.0,480 BDT,,,,,Diploma,,,,new,,,,,,,,,,,,,,,,,Diploma IFCMP-Diploma-02,,480.0,449.0,Dairy & Eggs,DIPLOMA - NEXT ASSOCIATES,,LS-000019,diploma ifcmp 500g diploma dairy & eggs,100.0,56.0
DIN-DIP-001,Doodles Instant Noodles Masala 62g (12 Pack),Check physicall if given,in_stock,,,https://luckystore1947.vercel.app/product/DIN-DIP-001,https://luckystore1947.vercel.app/product/DIN-DIP-001,,160.0,160 BDT,,,,,Diploma,,,,new,,,,,,,,,,,,,,,,,Doodles Instant Noodles-Diploma-01,,160.0,146.0,Snacks,DIPLOMA - NEXT ASSOCIATES,,LS-000020,doodles instant noodles masala 62g (12 pack) diploma snacks,100.0,80.0
DIN-DIP-002,Doodles Instant Noodles Masala 62g (24 Pack),Doodles Instant Noodles Masala flavor 62g pack of 24. Quick and tasty meal.,in_stock,,,https://luckystore1947.vercel.app/product/DIN-DIP-002,https://luckystore1947.vercel.app/product/DIN-DIP-002,,90.0,90 BDT,,,,,Diploma,,,,new,,,,,,,,,,,,,,,,,Doodles Instant Noodles-Diploma-02,,90.0,76.0,Snacks,DIPLOMA - NEXT ASSOCIATES,,LS-000021,doodles instant noodles masala 62g (24 pack) diploma snacks,100.0,80.0
DIN-DIP-003,Doodles Instant Noodles Masala 62g (8 Pack),Doodles Instant Noodles Masala 62g (8 Pack),in_stock,,,https://luckystore1947.vercel.app/product/DIN-DIP-003,https://luckystore1947.vercel.app/product/DIN-DIP-003,,250.0,250 BDT,,,,,Diploma,,,,new,,,,,,,,,,,,,,,,,Doodles Instant Noodles-Diploma-03,,250.0,223.0,Snacks,DIPLOMA - NEXT ASSOCIATES,,LS-000022,doodles instant noodles masala 62g (8 pack) diploma snacks,100.0,80.0
DIN-DIP-004,Doodles Instant Noodles Ramen 62g (4 Pack),Doodles Instant Noodles Ramen 62g (4 Pack),in_stock,,,https://luckystore1947.vercel.app/product/DIN-DIP-004,https://luckystore1947.vercel.app/product/DIN-DIP-004,,110.0,105 BDT,,,,,Diploma,,,,new,,,,,,,,,,,,,,,,,Doodles Instant Noodles-Diploma-04,,105.0,90.0,Snacks,DIPLOMA - NEXT ASSOCIATES,,LS-000023,doodles instant noodles ramen 62g (4 pack) diploma snacks,100.0,73.17073170731707
DIN-DIP-005,Doodles Instant Noodles Ramen 62g (8 Pack),Doodles Instant Noodles Ramen 62g (8 Pack),in_stock,,,https://luckystore1947.vercel.app/product/DIN-DIP-005,https://luckystore1947.vercel.app/product/DIN-DIP-005,,210.0,210 BDT,,,,,Diploma,,,,new,,,,,,,,,,,,,,,,,Doodles Instant Noodles-Diploma-05,,210.0,182.0,Snacks,DIPLOMA - NEXT ASSOCIATES,,LS-000024,doodles instant noodles ramen 62g (8 pack) diploma snacks,100.0,70.73170731707317
DSN-DIP-001,Doodles Stick Noodles Chicken Delight 300g,Doodles Stick Noodles Chicken Delight 300g,in_stock,,,https://luckystore1947.vercel.app/product/DSN-DIP-001,https://luckystore1947.vercel.app/product/DSN-DIP-001,,50.0,50 BDT,,,,,Diploma,,,,new,,,,,,,,,,,,,,,,,Doodles Stick Noodles-Diploma-01,,50.0,43.0,Snacks,DIPLOMA - NEXT ASSOCIATES,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa96a0d61902ef2307b463_Doodles-Chicken-Stick-Noodles-300gm_1_415.webp,LS-000025,doodles stick noodles chicken delight 300g diploma snacks,100.0,90.625
PCC-DIP-001,Poppers Corn Coconut Crackers 25g,Poppers Corn Coconut Crackers 25g,in_stock,,,https://luckystore1947.vercel.app/product/PCC-DIP-001,https://luckystore1947.vercel.app/product/PCC-DIP-001,,20.0,20 BDT,,,,,Diploma,,,,new,,,,,,,,,,,,,,,,,Poppers Corn Coconut-Diploma-01,,20.0,16.13,Snacks,DIPLOMA - NEXT ASSOCIATES,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/6728a2cd3a11aefc405cd487_Poppers-Corn-Coconut-Crackers-255gm_1_415.webp,LS-000026,poppers corn coconut crackers 25g diploma snacks,100.0,93.54838709677419
APP-GOD-001,AER Pocket Perfume,Perfume,in_stock,,,https://luckystore1947.vercel.app/product/APP-GOD-001,https://luckystore1947.vercel.app/product/APP-GOD-001,,75.0,75 BDT,,,,,Godrej,,,,new,,,,,,,,,,,,,,,,,AER Pocket Perfume-Godrej-01,,75.0,60.0,Air Freshner,GODREJ,,LS-000027,aer pocket perfume godrej air freshner,100.0,46.51162790697674
ESH-GOD-001,Expert Shampoo Hair Color 5g,Hair Color,in_stock,,,https://luckystore1947.vercel.app/product/ESH-GOD-001,https://luckystore1947.vercel.app/product/ESH-GOD-001,,30.0,30 BDT,,,,,Godrej,,,,new,,,,,,,,,,,,,,,,,Expert Shampoo Hair-Godrej-01,,30.0,25.0,Personal Care,GODREJ,,LS-000028,expert shampoo hair color 5g godrej personal care,100.0,63.41463414634146
ESH-GOD-002,Expert Shampoo Hair Color 9g,Hair Color,in_stock,,,https://luckystore1947.vercel.app/product/ESH-GOD-002,https://luckystore1947.vercel.app/product/ESH-GOD-002,,50.0,50 BDT,,,,,Godrej,,,,new,,,,,,,,,,,,,,,,,Expert Shampoo Hair-Godrej-02,,50.0,42.0,Personal Care,GODREJ,,LS-000029,expert shampoo hair color 9g godrej personal care,100.0,63.41463414634146
GBH-GOD-001,Godrej Black Hit (200ml),Aerosol 200ml,in_stock,,,https://luckystore1947.vercel.app/product/GBH-GOD-001,https://luckystore1947.vercel.app/product/GBH-GOD-001,,225.0,225 BDT,,,,,Godrej,,,,new,,,,,,,,,,,,,,,,,Godrej Black Hit-Godrej-01,,225.0,200.0,Pest Control,GODREJ,,LS-000030,godrej black hit (200ml) godrej pest control,100.0,56.52173913043478
GBH-GOD-002,Godrej Black Hit/Lime (475ml),Aerosol 475ml,in_stock,,,https://luckystore1947.vercel.app/product/GBH-GOD-002,https://luckystore1947.vercel.app/product/GBH-GOD-002,,375.0,400 BDT,,,,,Godrej,,,,new,,,,,,,,,,,,,,,,,Godrej Black Hit-Godrej-02,,400.0,330.0,Pest Control,GODREJ,,LS-000031,godrej black hit/lime (475ml) godrej pest control,100.0,49.18032786885246
GGK-GOD-001,Godrej Good Knight Power Activ+ (Machine + Refill),Mosquito Killer,in_stock,,,https://luckystore1947.vercel.app/product/GGK-GOD-001,https://luckystore1947.vercel.app/product/GGK-GOD-001,,180.0,180 BDT,,,,,Godrej,,,,new,,,,,,,,,,,,,,,,,Godrej Good Knight-Godrej-01,,180.0,156.0,Pest Control,GODREJ,,LS-000032,godrej good knight power activ+ (machine + refill) godrej pest control,100.0,45.56962025316456
GGK-GOD-002,Godrej Good Knigth Bullet (Machine+Refill),Mosquito Killer,in_stock,,,https://luckystore1947.vercel.app/product/GGK-GOD-002,https://luckystore1947.vercel.app/product/GGK-GOD-002,,95.0,95 BDT,,,,,Godrej,,,,new,,,,,,,,,,,,,,,,,Godrej Good Knigth-Godrej-01,,95.0,80.0,Pest Control,GODREJ,,LS-000033,godrej good knigth bullet (machine+refill) godrej pest control,100.0,42.10526315789474
GMH-GOD-001,Godrej Magic Handwash Refill,Handwash Refill,in_stock,,,https://luckystore1947.vercel.app/product/GMH-GOD-001,https://luckystore1947.vercel.app/product/GMH-GOD-001,,30.0,30 BDT,,,,,Godrej,,,,new,,,,,,,,,,,,,,,,,Godrej Magic Handwash-Godrej-01,,30.0,25.0,Personal Care,GODREJ,,LS-000034,godrej magic handwash refill godrej personal care,100.0,75.0
GPH-GOD-001,Godrej Powder Hair Dye Black 3g,Hair Color Powder,in_stock,,,https://luckystore1947.vercel.app/product/GPH-GOD-001,https://luckystore1947.vercel.app/product/GPH-GOD-001,,18.0,15 BDT,,,,,Godrej,,,,new,,,,,,,,,,,,,,,,,Godrej Powder Hair-Godrej-01,,15.0,10.83,Personal Care,GODREJ,,LS-000035,godrej powder hair dye black 3g godrej personal care,100.0,58.46153846153846
GRH-GOD-001,Godrej Red HIT (200ml),Aerosol 200ml,in_stock,,,https://luckystore1947.vercel.app/product/GRH-GOD-001,https://luckystore1947.vercel.app/product/GRH-GOD-001,,200.0,200 BDT,,,,,Godrej,,,,new,,,,,,,,,,,,,,,,,Godrej Red HIT-Godrej-01,,200.0,175.0,Pest Control,GODREJ,,LS-000036,godrej red hit (200ml) godrej pest control,100.0,53.65853658536585
GRH-GOD-002,Godrej Red Hit (400ml),Aerosol 400ml,in_stock,,,https://luckystore1947.vercel.app/product/GRH-GOD-002,https://luckystore1947.vercel.app/product/GRH-GOD-002,,360.0,350 BDT,,,,,Godrej,,,,new,,,,,,,,,,,,,,,,,Godrej Red Hit-Godrej-02,,350.0,310.0,Pest Control,GODREJ,,LS-000037,godrej red hit (400ml) godrej pest control,100.0,58.53658536585366
GOS-GOD-001,Godrej Soap,Soap,in_stock,,,https://luckystore1947.vercel.app/product/GOS-GOD-001,https://luckystore1947.vercel.app/product/GOS-GOD-001,,230.0,230 BDT,,,,,Godrej,,,,new,,,,,,,,,,,,,,,,,Godrej Soap-Godrej-01,,230.0,200.0,Personal Care,GODREJ,,LS-000038,godrej soap godrej personal care,100.0,53.333333333333336
GRL-GOD-001,Goodknight Refill Liquid (45ml),45ml,in_stock,,,https://luckystore1947.vercel.app/product/GRL-GOD-001,https://luckystore1947.vercel.app/product/GRL-GOD-001,,130.0,125 BDT,,,,,Godrej,,,,new,,,,,,,,,,,,,,,,,Goodknight Refill Liquid-Godrej-01,,125.0,107.0,Pest Control,GODREJ,,LS-000039,goodknight refill liquid (45ml) godrej pest control,100.0,59.09090909090909
PAS-GOO-001,Pepsodent Advanced Salt 70g,Pepsodent Advanced Salt Toothpaste 70g. Helps strengthen teeth and provides advanced salt benefits.,in_stock,,,https://luckystore1947.vercel.app/product/PAS-GOO-001,https://luckystore1947.vercel.app/product/PAS-GOO-001,,90.0,85 BDT,,,853764007422.0,GOOG70TU7000,Goog70Tu7000,"""New Display LED"", ""Resolution 4K (2160p)""","""Display Type:LED:new"", ""Display:Resolution:4K (2160p)""","https://static.awesomebrand.com/1111_100-1.jpg,https://static.awesomebrand.com/1111_100-2.jpg,",new,no,Titan Gray,"70""",,,,,,,3.0,,1.5 kg,100 g,,,,Pepsodent Advanced Salt-Goog70Tu7000-01,,85.0,78.67,Personal Care,Unilever - Atlantic Distribition,,LS-000040,pepsodent advanced salt 70g goog70tu7000 personal care,100.0,57.142857142857146
DRC-KAZ-001,Dry Cake (300g),Dry Cake (300g),in_stock,,,https://luckystore1947.vercel.app/product/DRC-KAZ-001,https://luckystore1947.vercel.app/product/DRC-KAZ-001,,145.0,145 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Dry Cake-Kazi Farms Kitchen-01,,145.0,125.0,Biscuits & Cookies,KAZI FARMS KITCHEN,,LS-000041,dry cake (300g) kazi farms kitchen biscuits & cookies,100.0,78.78787878787878
KAT-KAZ-001,Kazi Toast 250g,Kazi Toast 250g,in_stock,,,https://luckystore1947.vercel.app/product/KAT-KAZ-001,https://luckystore1947.vercel.app/product/KAT-KAZ-001,,60.0,60 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Kazi Toast-Kazi Farms Kitchen-01,,60.0,50.0,Biscuits & Cookies,KAZI FARMS KITCHEN,,LS-000042,kazi toast 250g kazi farms kitchen biscuits & cookies,100.0,65.0
MDC-KAZ-001,Mini Dry Cake,Mini Dry Cake,in_stock,,,https://luckystore1947.vercel.app/product/MDC-KAZ-001,https://luckystore1947.vercel.app/product/MDC-KAZ-001,,10.0,10 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Mini Dry Cake-Kazi Farms Kitchen-01,,10.0,8.0,Biscuits & Cookies,KAZI FARMS KITCHEN,,LS-000043,mini dry cake kazi farms kitchen biscuits & cookies,100.0,76.19047619047619
MBC-KAZ-001,Muffin Bread Chocolate 324g,Muffin Bread Chocolate 324g,in_stock,,,https://luckystore1947.vercel.app/product/MBC-KAZ-001,https://luckystore1947.vercel.app/product/MBC-KAZ-001,,180.0,175 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Muffin Bread Chocolate-Kazi Farms Kitchen-01,,175.0,150.0,Biscuits & Cookies,KAZI FARMS KITCHEN,,LS-000044,muffin bread chocolate 324g kazi farms kitchen biscuits & cookies,100.0,74.4186046511628
MBV-KAZ-001,Muffin Bread Vanilla 324g,Muffin Bread Vanilla 324g,in_stock,,,https://luckystore1947.vercel.app/product/MBV-KAZ-001,https://luckystore1947.vercel.app/product/MBV-KAZ-001,,180.0,175 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Muffin Bread Vanilla-Kazi Farms Kitchen-01,,175.0,150.0,Biscuits & Cookies,KAZI FARMS KITCHEN,,LS-000045,muffin bread vanilla 324g kazi farms kitchen biscuits & cookies,100.0,71.7948717948718
MLC-KAZ-001,Muffin Lata Chocolate 8g,Muffin Lata Chocolate 8g,in_stock,,,https://luckystore1947.vercel.app/product/MLC-KAZ-001,https://luckystore1947.vercel.app/product/MLC-KAZ-001,,10.0,10 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Muffin Lata Chocolate-Kazi Farms Kitchen-01,,10.0,8.0,Biscuits & Cookies,KAZI FARMS KITCHEN,,LS-000046,muffin lata chocolate 8g kazi farms kitchen biscuits & cookies,100.0,80.0
MLF-KAZ-001,Muffin Lata Fruit 8g,Muffin Lata Fruit 8g,in_stock,,,https://luckystore1947.vercel.app/product/MLF-KAZ-001,https://luckystore1947.vercel.app/product/MLF-KAZ-001,,10.0,10 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Muffin Lata Fruit-Kazi Farms Kitchen-01,,10.0,8.0,Biscuits & Cookies,KAZI FARMS KITCHEN,,LS-000047,muffin lata fruit 8g kazi farms kitchen biscuits & cookies,100.0,55.0
MLV-KAZ-001,Muffin Lata Vanilla 8g,Muffin Lata Vanilla 8g,in_stock,,,https://luckystore1947.vercel.app/product/MLV-KAZ-001,https://luckystore1947.vercel.app/product/MLV-KAZ-001,,10.0,10 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Muffin Lata Vanilla-Kazi Farms Kitchen-01,,10.0,8.0,Biscuits & Cookies,KAZI FARMS KITCHEN,,LS-000048,muffin lata vanilla 8g kazi farms kitchen biscuits & cookies,100.0,77.77777777777777
PCC-KAZ-001,Pound Cake Chocolate,Pound Cake Chocolate,in_stock,,,https://luckystore1947.vercel.app/product/PCC-KAZ-001,https://luckystore1947.vercel.app/product/PCC-KAZ-001,,120.0,120 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Pound Cake Chocolate-Kazi Farms Kitchen-01,,120.0,100.0,Biscuits & Cookies,KAZI FARMS KITCHEN,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa969cd61902ef2307b42b_Dan-Cake-Chocolate-Pound-Cake-30020gm_1_415.webp,LS-000049,pound cake chocolate kazi farms kitchen biscuits & cookies,100.0,100.0
PCF-KAZ-001,Pound Cake Fruit,Pound Cake Fruit,in_stock,,,https://luckystore1947.vercel.app/product/PCF-KAZ-001,https://luckystore1947.vercel.app/product/PCF-KAZ-001,,130.0,130 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Pound Cake Fruit-Kazi Farms Kitchen-01,,130.0,108.0,Biscuits & Cookies,KAZI FARMS KITCHEN,,LS-000050,pound cake fruit kazi farms kitchen biscuits & cookies,100.0,76.92307692307692
PCV-KAZ-001,Pound Cake Vanilla,Pound Cake Vanilla,in_stock,,,https://luckystore1947.vercel.app/product/PCV-KAZ-001,https://luckystore1947.vercel.app/product/PCV-KAZ-001,,120.0,120 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Pound Cake Vanilla-Kazi Farms Kitchen-01,,120.0,100.0,Biscuits & Cookies,KAZI FARMS KITCHEN,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa969cd61902ef2307b42f_Dan-Cake-Vanilla-Pound-Cake30020gm_1_415.webp,LS-000051,pound cake vanilla kazi farms kitchen biscuits & cookies,100.0,100.0
SPC-KAZ-001,Slice Pound Cake Chocolate,Slice Pound Cake Chocolate,in_stock,,,https://luckystore1947.vercel.app/product/SPC-KAZ-001,https://luckystore1947.vercel.app/product/SPC-KAZ-001,,35.0,35 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Slice Pound Cake-Kazi Farms Kitchen-01,,35.0,29.0,Biscuits & Cookies,KAZI FARMS KITCHEN,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa969cd61902ef2307b42b_Dan-Cake-Chocolate-Pound-Cake-30020gm_1_415.webp,LS-000052,slice pound cake chocolate kazi farms kitchen biscuits & cookies,100.0,86.95652173913044
SPC-KAZ-002,Slice Pound Cake Milk,Slice Pound Cake Milk,in_stock,,,https://luckystore1947.vercel.app/product/SPC-KAZ-002,https://luckystore1947.vercel.app/product/SPC-KAZ-002,,5.0,5 BDT,,,,,Kazi Farms Kitchen,,,,new,,,,,,,,,,,,,,,,,Slice Pound Cake-Kazi Farms Kitchen-02,,5.0,4.0,Biscuits & Cookies,KAZI FARMS KITCHEN,,LS-000053,slice pound cake milk kazi farms kitchen biscuits & cookies,100.0,64.51612903225806
