name,description,brand,gtin,barcode,price,sale_price,cost,category,supplier,image_url,availability,quantity,search_text
Powdered Drink 350g,Powdered Drink 350g,Unilever,,LS-000426,135.0,130.0,117.0,Beverages,Unilever - Atlantic Distribition,,in_stock,6,glucose 350g unilever beverages
Powdered Drink,Powdered Drink,Unilever,,LS-000427,130.0,125.0,110.0,Beverages,Unilever - Atlantic Distribition,,in_stock,0,glucose mini unilever beverages
Facewash 100g,Facewash 100g,Unilever,,LS-000428,190.0,185.0,146.09,Personal Care,Unilever - Atlantic Distribition,,in_stock,2,go & handsome facewash men 100g unilever personal care
Facewash 50g,Facewash 50g,Unilever,,LS-000429,140.0,138.0,126.0,Personal Care,Unilever - Atlantic Distribition,,in_stock,1,go & handsome facewash men 50g unilever personal care
Cream 25g,Cream 25g,Unilever,,LS-000430,135.0,130.0,112.0,Personal Care,Unilever - Atlantic Distribition,,in_stock,72,go & handsome skin cream men 25g unilever personal care
Cream 50g,Cream 50g,Unilever,,LS-000431,130.0,125.0,92.89,Personal Care,Unilever - Atlantic Distribition,,in_stock,1,go & handsome skin cream men 50g unilever personal care
Powdered Drink 350g,Powdered Drink 350g,Unilever,,LS-000432,350.0,350.0,327.1,Beverages,Unilever - Atlantic Distribition,,in_stock,6,horlicks pouch 400g unilever beverages
Powdered Drink 500g,Powdered Drink 500g,Unilever,,LS-000433,550.0,550.0,514.02,Beverages,Unilever - Atlantic Distribition,,in_stock,12,junior horlicks stage i 500g unilever beverages
Powdered Drink 500g,Powdered Drink 500g,Unilever,,LS-000434,550.0,550.0,514.02,Beverages,Unilever - Atlantic Distribition,,in_stock,12,junior horlicks stage ii 500g unilever beverages
Knorr Soup 31g. Quick and tasty instant soup.,Knorr Soup 31g. Quick and tasty instant soup.,Unilever,,LS-000435,170.0,165.0,143.7,Packaged Food,Unilever - Atlantic Distribition,,in_stock,2,knorr soup 31g unilever packaged food
Packet Soup 24g,Packet Soup 24g,Unilever,,LS-000436,55.0,55.0,49.55,Packaged Food,Unilever - Atlantic Distribition,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/67d2e00c9b1b113f0bd39f67_Knorr-Classic-Chicken-Corn-Soup-24gm_1_415.webp,in_stock,12,knorr soup chicken corn 24g unilever packaged food
Packet Soup 28g,Packet Soup 28g,Unilever,,LS-000437,55.0,55.0,49.55,Packaged Food,Unilever - Atlantic Distribition,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/67d2e1719b1b113f0bd56bb6_Knorr-Classic-Thai-Soup-28gm_1_415.webp,in_stock,12,knorr soup thai 28g unilever packaged food
Soap 90g,Soap 90g,Unilever,,LS-000438,60.0,55.0,49.15,Personal Care,Unilever - Atlantic Distribition,,in_stock,54,lifebouy hand soap total 90g unilever personal care
Soap 150g,Soap 150g,Unilever,,LS-000439,90.0,90.0,73.46,Personal Care,Unilever - Atlantic Distribition,,in_stock,54,lifebouy health care 150g unilever personal care
Soap 90g,Soap 90g,Unilever,,LS-000440,60.0,60.0,49.15,Personal Care,Unilever - Atlantic Distribition,,in_stock,54,lifebouy health care 90g unilever personal care
Soap 150g,Soap 150g,Unilever,,LS-000441,80.0,80.0,73.46,Personal Care,Unilever - Atlantic Distribition,,in_stock,54,lifebouy health soap lemon fresh 150g unilever personal care
Soap 90g,Soap 90g,Unilever,,LS-000442,55.0,55.0,49.15,Personal Care,Unilever - Atlantic Distribition,,in_stock,54,lifebouy health soap lemon fresh 90g unilever personal care
Soap 150g,Soap 150g,Unilever,,LS-000443,80.0,80.0,73.46,Personal Care,Unilever - Atlantic Distribition,,in_stock,54,lifebouy health soap total 150g unilever personal care
Soap 90g,Soap 90g,Unilever,,LS-000444,55.0,55.0,49.15,Personal Care,Unilever - Atlantic Distribition,,in_stock,54,lifebouy health soap total 90g unilever personal care
Handwash 170ml,Handwash 170ml,Unilever,,LS-000445,90.0,90.0,78.8,Personal Care,Unilever - Atlantic Distribition,,in_stock,3,lifebouy liquid care 170ml unilever personal care
Handwash 200ml,Handwash 200ml,Unilever,,LS-000446,120.0,120.0,105.52,Personal Care,Unilever - Atlantic Distribition,,in_stock,4,lifebouy liquid handwash care 200g unilever personal care
Handwash 200ml,Handwash 200ml,Unilever,,LS-000447,90.0,88.0,78.8,Personal Care,Unilever - Atlantic Distribition,,in_stock,4,lifebouy liquid lemon fresh 170ml unilever personal care
Handwash 200ml,Handwash 200ml,Unilever,,LS-000448,90.0,85.0,78.8,Personal Care,Unilever - Atlantic Distribition,,in_stock,4,lifebouy liquid lemon fresh 170ml unilever personal care
Handwash 200ml,Handwash 200ml,Unilever,,LS-000449,120.0,118.0,105.52,Personal Care,Unilever - Atlantic Distribition,,in_stock,4,lifebouy liquid lemon fresh 200ml unilever personal care
Handwash 200ml,Handwash 200ml,Unilever,,LS-000450,120.0,120.0,105.52,Personal Care,Unilever - Atlantic Distribition,,in_stock,4,lifebouy liquid total 200ml unilever personal care
Soap 150g,Soap 150g,Unilever,,LS-000451,90.0,85.0,73.46,Personal Care,Unilever - Atlantic Distribition,,in_stock,54,lifebouy soap lemon fresh 150g unilever personal care
Soap 150g,Soap 150g,Unilever,,LS-000452,90.0,90.0,80.2,Personal Care,Unilever - Atlantic Distribition,,in_stock,54,lux soap soft touch 150g unilever personal care
Lux Soap Soft Touch 25g. Small size beauty soap.,Lux Soap Soft Touch 25g. Small size beauty soap.,Unilever,,LS-000453,15.0,15.0,12.81,Personal Care,Unilever - Atlantic Distribition,,in_stock,72,lux soap soft touch 25g unilever personal care
Lux Soap Soft Touch 75g. Leaves skin soft and fragrant.,Lux Soap Soft Touch 75g. Leaves skin soft and fragrant.,Unilever,,LS-000454,60.0,55.0,44.21,Personal Care,Unilever - Atlantic Distribition,,in_stock,54,lux soap soft touch 75g unilever personal care
Soap 75g,Soap 75g,Unilever,,LS-000455,50.0,50.0,44.21,Personal Care,Unilever - Atlantic Distribition,,in_stock,54,lux soap soft touch 75g unilever personal care
Soap 90g,Soap 90g,Unilever,,LS-000456,60.0,60.0,53.52,Personal Care,Unilever - Atlantic Distribition,,in_stock,54,lux soap soft touch 90g unilever personal care
Soap 150g,Soap 150g,Unilever,,LS-000457,90.0,90.0,80.2,Personal Care,Unilever - Atlantic Distribition,,in_stock,54,lux soap velvet touch 150g unilever personal care
Soap 150g,Soap 150g,Unilever,,LS-000458,90.0,90.0,80.2,Personal Care,Unilever - Atlantic Distribition,,in_stock,54,lux soap velvet touch 150g unilever personal care
Soap 75g,Soap 75g,Unilever,,LS-000459,50.0,50.0,44.21,Personal Care,Unilever - Atlantic Distribition,,in_stock,54,lux soap velvet touch 75g unilever personal care
Soap 90g,Soap 90g,Unilever,,LS-000460,60.0,60.0,53.52,Personal Care,Unilever - Atlantic Distribition,,in_stock,54,lux soap velvet touch 90g unilever personal care
Powdered Drink 400g,Powdered Drink 400g,Unilever,,LS-000461,550.0,550.0,514.02,Beverages,Unilever - Atlantic Distribition,,in_stock,12,maltova 400g unilever beverages
Powdered Drink 350g,Powdered Drink 350g,Unilever,,LS-000462,620.0,620.0,579.44,Beverages,Unilever - Atlantic Distribition,,in_stock,6,mother horlicks 350g unilever beverages
Pepsodent Advanced Salt Toothpaste 140g. Advanced salt formula for oral care.,Pepsodent Advanced Salt Toothpaste 140g. Advanced salt formula for oral care.,Unilever,,LS-000463,160.0,155.0,140.47,Personal Care,Unilever - Atlantic Distribition,,in_stock,6,pepsodent advanced salt 140g unilever personal care
Pepsodent Germicheck Toothpaste 190g. Family size germ protection.,Pepsodent Germicheck Toothpaste 190g. Family size germ protection.,Unilever,,LS-000464,170.0,160.0,149.24,Personal Care,Unilever - Atlantic Distribition,,in_stock,6,pepsodent germicheck 190g unilever personal care
Pepsodent Germicheck Toothpaste 40g. Travel size germ protection.,Pepsodent Germicheck Toothpaste 40g. Travel size germ protection.,Unilever,,LS-000465,50.0,50.0,43.75,Personal Care,Unilever - Atlantic Distribition,,in_stock,6,pepsodent germicheck 40g unilever personal care
Pepsodent Germicheck Toothpaste 85g (80g net). Germ protection for healthy teeth.,Pepsodent Germicheck Toothpaste 85g (80g net). Germ protection for healthy teeth.,Unilever,,LS-000466,95.0,90.0,83.03,Personal Care,Unilever - Atlantic Distribition,,in_stock,6,pepsodent germicheck 85g unilever personal care
Pepsodent Sensitive Expert Toothpaste 140g. Relief for sensitive teeth.,Pepsodent Sensitive Expert Toothpaste 140g. Relief for sensitive teeth.,Unilever,,LS-000467,220.0,210.0,183.33,Personal Care,Unilever - Atlantic Distribition,,in_stock,6,pepsodent sensitive expert 140 unilever personal care
Pepsodent Sensitive Expert Fresh 15g. Free promotional item.,Pepsodent Sensitive Expert Fresh 15g. Free promotional item.,Unilever,,LS-000468,15.0,12.0,10.65,Personal Care,Unilever - Atlantic Distribition,,in_stock,13,pepsodent sensitive expert fresh 15g unilever personal care
Pepsodent Sensitive Gum Care Toothpaste 140g. For gum health and sensitivity.,Pepsodent Sensitive Gum Care Toothpaste 140g. For gum health and sensitivity.,Unilever,,LS-000469,225.0,220.0,208.33,Personal Care,Unilever - Atlantic Distribition,,in_stock,6,pepsodent sensitive gum care 140g unilever personal care
Facewash 100g,Facewash 100g,Unilever,,LS-000470,170.0,160.0,135.0,Personal Care,Unilever - Atlantic Distribition,,in_stock,2,pond daily 100g unilever personal care
Facewash 50g,Facewash 50g,Unilever,,LS-000471,100.0,95.0,75.02,Personal Care,Unilever - Atlantic Distribition,,in_stock,1,pond oil control 50g unilever personal care
Cream 50g,Cream 50g,Unilever,,LS-000472,485.0,460.0,355.0,Personal Care,Unilever - Atlantic Distribition,,in_stock,1,ponds bright beauty 50g unilever personal care
Facewash,Facewash,Unilever,,LS-000473,90.0,85.0,72.0,Personal Care,Unilever - Atlantic Distribition,,in_stock,2,ponds daily 50g unilever personal care
Moisturizer 50ml,Moisturizer 50ml,Unilever,,LS-000474,200.0,190.0,160.0,Personal Care,Unilever - Atlantic Distribition,,in_stock,1,ponds light 50ml unilever personal care
Facewash 100g,Facewash 100g,Unilever,,LS-000475,210.0,200.0,157.0,Personal Care,Unilever - Atlantic Distribition,,in_stock,2,ponds oil control 100g unilever personal care
Ponds Pure White Facewash 100g. Double pack for fair skin.,Ponds Pure White Facewash 100g. Double pack for fair skin.,Unilever,,LS-000476,220.0,200.0,156.34,Personal Care,Unilever - Atlantic Distribition,,in_stock,1,ponds pure white 100g unilever personal care
Ponds Pure White Facewash 50g. For visibly fairer skin.,Ponds Pure White Facewash 50g. For visibly fairer skin.,Unilever,,LS-000477,125.0,120.0,94.0,Personal Care,Unilever - Atlantic Distribition,,in_stock,1,ponds pure white 50g unilever personal care
Cream 35g,Cream 35g,Unilever,,LS-000478,280.0,265.0,215.0,Personal Care,Unilever - Atlantic Distribition,,in_stock,6,ponds skin cream white beauty 35g unilever personal care
Ponds Superlight Gel 100ml,Ponds Superlight Gel 100ml,Unilever,,LS-000479,350.0,335.0,271.99,Personal Care,Unilever - Atlantic Distribition,,in_stock,3,ponds superlight gel 100ml unilever personal care
Ponds Superlight Gel 50ml,Ponds Superlight Gel 50ml,Unilever,,LS-000480,200.0,190.0,160.0,Personal Care,Unilever - Atlantic Distribition,,in_stock,3,ponds superlight gel 50ml unilever personal care
Facewash 100g,Facewash 100g,Unilever,,LS-000481,210.0,200.0,157.0,Personal Care,Unilever - Atlantic Distribition,,in_stock,2,ponds white beauty 100g unilever personal care
Facewash 50g,Facewash 50g,Unilever,,LS-000482,120.0,110.0,90.75,Personal Care,Unilever - Atlantic Distribition,,in_stock,1,ponds white beauty 50g unilever personal care
Laundry Liquid 400ml,Laundry Liquid 400ml,Unilever,,LS-000483,120.0,114.0,100.0,Cleaning Supply,Unilever - Atlantic Distribition,,in_stock,12,rin fabric solution liquid 400ml unilever cleaning supply
Laundry Soap 500g,Laundry Soap 500g,Unilever,,LS-000484,95.0,90.3,80.51,Cleaning Supply,Unilever - Atlantic Distribition,,in_stock,12,rin fabric solution power bright 500g unilever cleaning supply
Laundry Soap 1kg,Laundry Soap 1kg,Unilever,,LS-000485,195.0,185.3,165.25,Cleaning Supply,Unilever - Atlantic Distribition,,in_stock,24,rin powder power bright 1kg unilever cleaning supply
Laundry Soap 200g,Laundry Soap 200g,Unilever,,LS-000486,40.0,40.0,36.67,Cleaning Supply,Unilever - Atlantic Distribition,,in_stock,4,rin power white 200g unilever cleaning supply
Powdered Drink 1000g,Powdered Drink 1000g,Unilever,,LS-000487,900.0,900.0,840.02,Beverages,Unilever - Atlantic Distribition,,in_stock,3,standard horlicks jar 1000g unilever beverages
Powdered Drink 18g,Powdered Drink 18g,Unilever,,LS-000488,20.0,20.0,18.0,Beverages,Unilever - Atlantic Distribition,,in_stock,36,standard horlicks jar 18g unilever beverages
Powdered Drink 250g,Powdered Drink 250g,Unilever,,LS-000489,280.0,280.0,263.01,Beverages,Unilever - Atlantic Distribition,,in_stock,2,standard horlicks jar 250g unilever beverages
Powdered Drink 500g,Powdered Drink 500g,Unilever,,LS-000490,500.0,500.0,467.98,Beverages,Unilever - Atlantic Distribition,,in_stock,12,standard horlicks jar 500g unilever beverages
Shampoo 170ml,Shampoo 170ml,Unilever,,LS-000491,180.0,180.0,158.14,Personal Care,Unilever - Atlantic Distribition,https://chaldn.com/_mpimage/sunsilk-shampoo-stunning-black-shine-340-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D153613&q=best&v=1&m=400&webp=1,in_stock,36,sunsilk black shine 170ml unilever personal care
Shampoo 180ml,Shampoo 180ml,Unilever,,LS-000492,200.0,200.0,176.21,Personal Care,Unilever - Atlantic Distribition,https://chaldn.com/_mpimage/sunsilk-shampoo-hair-fall-solution-340-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D135702&q=best&v=1&m=400&webp=1,in_stock,36,sunsilk conditioner hair fall solution 180ml unilever personal care
Conditioner 8ml,Conditioner 8ml,Unilever,,LS-000493,4.0,4.0,3.5,Personal Care,Unilever - Atlantic Distribition,https://chaldn.com/_mpimage/sunsilk-shampoo-hair-fall-solution-340-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D135702&q=best&v=1&m=400&webp=1,in_stock,36,sunsilk conditioner hair fall solution 8ml unilever personal care
Shampoo 170ml,Shampoo 170ml,Unilever,,LS-000494,180.0,180.0,158.14,Personal Care,Unilever - Atlantic Distribition,,in_stock,36,sunsilk hairfall solution 170ml unilever personal care
Shampoo 340ml,Shampoo 340ml,Unilever,,LS-000495,350.0,350.0,307.13,Personal Care,Unilever - Atlantic Distribition,,in_stock,36,sunsilk hairfall solution 340ml unilever personal care
Shampoo 340ml,Shampoo 340ml,Unilever,,LS-000496,420.0,415.0,364.24,Personal Care,Unilever - Atlantic Distribition,,in_stock,36,sunsilk hijab refresh 340ml unilever personal care
Shampoo 330ml,Shampoo 330ml,Unilever,,LS-000497,350.0,350.0,307.13,Personal Care,Unilever - Atlantic Distribition,https://chaldn.com/_mpimage/sunsilk-shampoo-stunning-black-shine-340-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D153613&q=best&v=1&m=400&webp=1,in_stock,36,sunsilk shampoo black shine 330ml unilever personal care
Shampoo 5.25ml,Shampoo 5.25ml,Unilever,,LS-000498,3.0,3.0,2.58,Personal Care,Unilever - Atlantic Distribition,https://chaldn.com/_mpimage/sunsilk-shampoo-stunning-black-shine-340-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D153613&q=best&v=1&m=400&webp=1,in_stock,36,sunsilk shampoo black shine 5.25ml unilever personal care
Shampoo 80ml,Shampoo 80ml,Unilever,,LS-000499,90.0,90.0,79.3,Personal Care,Unilever - Atlantic Distribition,https://chaldn.com/_mpimage/sunsilk-shampoo-stunning-black-shine-340-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D153613&q=best&v=1&m=400&webp=1,in_stock,36,sunsilk shampoo black shine 80ml unilever personal care
Sunsilk Shampoo Hair Fall Solution 5.25ml. Small sachet for hair fall control.,Sunsilk Shampoo Hair Fall Solution 5.25ml. Small sachet for hair fall control.,Unilever,,LS-000500,3.0,3.0,2.58,Personal Care,Unilever - Atlantic Distribition,https://chaldn.com/_mpimage/sunsilk-shampoo-hair-fall-solution-340-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D135702&q=best&v=1&m=400&webp=1,in_stock,36,sunsilk shampoo hair fall solution unilever personal care
