name,description,brand,gtin,barcode,price,sale_price,cost,category,supplier,image_url,availability,quantity,search_text
Dano Sterilized Cream - 160g,Dano Sterilized Cream - 160g,Lucky Store,,LS-000118,240.0,240.0,155.0,Cooking Needs,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/667d75556569b52bd37c1d9e_Dano-Sterilized-Cream-160g-BH_1_415.webp,in_stock,2,dano sterilized cream - 160g lucky store cooking needs
Dano Sterilized Cream - 170g,Dano Sterilized Cream - 170g,Lucky Store,,LS-000119,270.0,270.0,130.0,Dairy & Eggs,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/667d75556569b52bd37c1d9e_Dano-Sterilized-Cream-160g-BH_1_415.webp,in_stock,2,dano sterilized cream - 170g lucky store dairy & eggs
Dark Desire 1kg,Dark Desire 1kg,Lucky Store,,LS-000120,1100.0,1100.0,950.0,Ice Cream,,,in_stock,1,dark desire 1kg lucky store ice cream
Discone,Discone,Lucky Store,,LS-000121,100.0,100.0,83.33,Ice Cream,,,in_stock,6,discone lucky store ice cream
Doi 1L,Doi 1L,Lucky Store,,LS-000122,450.0,450.0,340.0,Ice Cream,,,in_stock,2,doi 1l lucky store ice cream
Eggs - Red (Loose),Eggs - Red (Loose),Lucky Store,,LS-000123,8.8,8.75,8.5,Dairy & Eggs,,,in_stock,210,eggs - red (loose) lucky store dairy & eggs
Eggs - White (Loose),Eggs - White (Loose),Lucky Store,,LS-000124,8.8,8.75,7.8,Dairy & Eggs,,,in_stock,60,eggs - white (loose) lucky store dairy & eggs
Firni (cup),Firni (cup),Lucky Store,,LS-000125,70.0,70.0,59.17,Ice Cream,,,in_stock,24,firni (cup) lucky store ice cream
Firni 1L,Firni 1L,Lucky Store,,LS-000126,450.0,450.0,340.0,Ice Cream,,,in_stock,2,firni 1l lucky store ice cream
Foster Clarks Baking Powder - 225gm,Foster Clarks Baking Powder - 225gm,Lucky Store,,LS-000127,360.0,360.0,340.0,Baking Needs,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa95b5115075f231ecc912_Foster-Clarks-Baking-Powder-225gm_1_415.webp,in_stock,1,foster clarks baking powder - 225gm lucky store baking needs
Freedom Sanitary Napkin Heavy Flow Wings - 16Pads,Freedom Sanitary Napkin Heavy Flow Wings - 16Pads,Lucky Store,,LS-000128,200.0,200.0,165.0,Baby Care,,,in_stock,4,freedom sanitary napkin heavy flow wings - 16pads lucky store baby care
French Vanilla 1L,French Vanilla 1L,Lucky Store,,LS-000129,465.0,500.0,425.0,Ice Cream,,,in_stock,2,french vanilla 1l lucky store ice cream
Golden 1kg,Golden 1kg,Lucky Store,,LS-000130,1100.0,1100.0,950.0,Ice Cream,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/68071dec1c4ffc7f7499f8c6_Golden-Harvest-French-Fries-1kg_1_415.webp,in_stock,1,golden 1kg lucky store ice cream
Haiko Agar Agar - 20g,Haiko Agar Agar - 20g,Lucky Store,,LS-000131,160.0,160.0,80.0,Cooking Needs,,,in_stock,2,haiko agar agar - 20g lucky store cooking needs
Haiko Bit Salt Powder - 80g,Haiko Bit Salt Powder - 80g,Lucky Store,,LS-000132,55.0,55.0,45.0,Spices ,,https://d2t8nl1y0ie1km.cloudfront.net/images/default-product.webp,in_stock,2,haiko bit salt powder - 80g lucky store spices
Ispahani Blenders Choice Premium Black Tea - 200g,Ispahani Blenders Choice Premium Black Tea - 200g,Lucky Store,,LS-000133,160.0,160.0,140.0,Tea & Coffee,,,in_stock,1,ispahani blenders choice premium black tea - 200g lucky store tea & coffee
Ispahani Blenders Choice Premium Black Tea - 400g,Ispahani Blenders Choice Premium Black Tea - 400g,Lucky Store,,LS-000134,310.0,310.0,265.0,Tea & Coffee,,,in_stock,1,ispahani blenders choice premium black tea - 400g lucky store tea & coffee
Ispahani blenders choice premium green tea - 35g,Ispahani blenders choice premium green tea - 35g,Lucky Store,,LS-000135,110.0,110.0,100.0,Tea & Coffee,,,in_stock,1,ispahani blenders choice premium green tea - 35g lucky store tea & coffee
Ispahani Mirzapore Tea Bag - 50p,Ispahani Mirzapore Tea Bag - 50p,Lucky Store,,LS-000136,95.0,95.0,88.0,Tea & Coffee,,,in_stock,2,ispahani mirzapore tea bag - 50p lucky store tea & coffee
Isubgul,Isubgul,Lucky Store,,LS-000137,85.0,85.0,74.0,Cooking Needs,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa93a7115075f231ec4c72_Shwapno-Isubgul-Vushi-200gm-Husk_1_415.webp,in_stock,10,isubgul lucky store cooking needs
Kikkoman All Purpose Seasoning Soy Sauce - 1ltr,Kikkoman All Purpose Seasoning Soy Sauce - 1ltr,Lucky Store,,LS-000138,200.0,200.0,100.0,Condiments,,,in_stock,2,kikkoman all purpose seasoning soy sauce - 1ltr lucky store condiments
Kitkat 1 Finger,Kitkat 1 Finger,Lucky Store,,LS-000139,30.0,30.0,24.0,Chocolates & Candies,,,in_stock,42,kitkat 1 finger lucky store chocolates & candies
Kitkat 3 Finger,Kitkat 3 Finger,Lucky Store,,LS-000140,65.0,65.0,52.0,Chocolates & Candies,,,in_stock,21,kitkat 3 finger lucky store chocolates & candies
Kitkat 4 Finger,Kitkat 4 Finger,Lucky Store,,LS-000141,80.0,80.0,68.0,Chocolates & Candies,,,in_stock,28,kitkat 4 finger lucky store chocolates & candies
Kodomo Bubble Fruit Toothpaste Gel Ultra Shield Formula (0.5 Years Up) - 40g,Kodomo Bubble Fruit Toothpaste Gel Ultra Shield Formula (0.5 Years Up) - 40g,Lucky Store,,LS-000142,165.0,165.0,145.0,Baby Care,,,in_stock,1,kodomo bubble fruit toothpaste gel ultra shield formula (0.5 years up) - 40g lucky store baby care
Kodomo Toothpaste Orange Cream - 40g,Kodomo Toothpaste Orange Cream - 40g,Lucky Store,,LS-000143,170.0,170.0,145.0,Personal Care,,,in_stock,1,kodomo toothpaste orange cream - 40g lucky store personal care
Lactogen 2 350g,Lactogen 2 350g,Lucky Store,,LS-000144,680.0,680.0,642.0,Baby Care,,,in_stock,1,lactogen 2 350g lucky store baby care
Lactogen 3 350g,Lactogen 3 350g,Lucky Store,,LS-000145,680.0,680.0,642.0,Baby Care,,,in_stock,1,lactogen 3 350g lucky store baby care
Lolly (lemon),Lolly (lemon),Lucky Store,,LS-000146,20.0,20.0,17.0,Ice Cream,,,in_stock,30,lolly (lemon) lucky store ice cream
Lolly (orange),Lolly (orange),Lucky Store,,LS-000147,20.0,20.0,17.0,Ice Cream,,,in_stock,100,lolly (orange) lucky store ice cream
Mabroom Premium Dates - 500G,Mabroom Premium Dates - 500G,Lucky Store,,LS-000148,1000.0,1000.0,600.0,Snacks,,,in_stock,2,mabroom premium dates - 500g lucky store snacks
Macho,Macho,Lucky Store,,LS-000149,50.0,50.0,42.5,Ice Cream,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa960ad61902ef23078ba5_Igloo-Premium-Macho-82ml_1_415.webp,in_stock,32,macho lucky store ice cream
Maggi 496g (Masala Flavour),Maggi 496g (Masala Flavour),Lucky Store,,LS-000150,200.0,200.0,159.0,Snacks,,,in_stock,6,maggi 496g (masala flavour) lucky store snacks
Maggi 4ps,Maggi 4ps,Lucky Store,,LS-000151,235.0,235.0,,Snacks,,,in_stock,3,maggi 4ps lucky store snacks
Maggi 8ps,Maggi 8ps,Lucky Store,,LS-000152,236.0,236.0,,Snacks,,,in_stock,3,maggi 8ps lucky store snacks
Maggi Chicken Sizzling 8g,Maggi Chicken Sizzling 8g,Lucky Store,,LS-000153,10.0,10.0,9.0,Snacks,,,in_stock,24,maggi chicken sizzling 8g lucky store snacks
Maggi Corn Soup 25g,Maggi Corn Soup 25g,Lucky Store,,LS-000154,55.0,55.0,50.0,Snacks,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa9610d61902ef23078bed_Maggi-Healthy-Soup-Corn-With-Chicken-25gm_1_415.webp,in_stock,12,maggi corn soup 25g lucky store snacks
Maggi Fried Chicken 400g,Maggi Fried Chicken 400g,Lucky Store,,LS-000155,180.0,180.0,162.0,Snacks,,,in_stock,4,maggi fried chicken 400g lucky store snacks
Maggi Fun Pack 992g,Maggi Fun Pack 992g,Lucky Store,,LS-000156,340.0,340.0,308.0,Snacks,,,in_stock,6,maggi fun pack 992g lucky store snacks
Maggi Shaad-E-Magic 4g,Maggi Shaad-E-Magic 4g,Lucky Store,,LS-000157,5.0,5.0,4.5,Snacks,,,in_stock,216,maggi shaad-e-magic 4g lucky store snacks
Maggi Thai Soup 35g,Maggi Thai Soup 35g,Lucky Store,,LS-000158,55.0,55.0,50.0,Snacks,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa9615d61902ef23078c25_Maggi-Healthy-Soup-Thai-35gm_1_415.webp,in_stock,12,maggi thai soup 35g lucky store snacks
Maggi Vegetable Soup 25g,Maggi Vegetable Soup 25g,Lucky Store,,LS-000159,50.0,50.0,45.5,Snacks,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa9614d61902ef23078c21_Maggi-Healthy-Soup-Vegetable-25gm_1_415.webp,in_stock,12,maggi vegetable soup 25g lucky store snacks
Magi 12ps,Magi 12ps,Lucky Store,,LS-000160,237.0,237.0,,Snacks,,,in_stock,3,magi 12ps lucky store snacks
100g,100g,Lucky Store,,LS-000161,80.0,80.0,40.0,Cooking Needs,,,in_stock,2,maltova baking powder 100g lucky store cooking needs
Mango Melody 1L,Mango Melody 1L,Lucky Store,,LS-000162,350.0,350.0,300.0,Ice Cream,,,in_stock,2,mango melody 1l lucky store ice cream
1000gm,1000gm,Lucky Store,,LS-000163,950.0,945.0,877.0,Dairy & Eggs,,,in_stock,3,marks powder 1000gm lucky store dairy & eggs
15gm,15gm,Lucky Store,,LS-000164,15.0,15.0,12.75,Dairy & Eggs,,,in_stock,12,marks powder 15gm lucky store dairy & eggs
250gm,250gm,Lucky Store,,LS-000165,245.0,245.0,222.5,Dairy & Eggs,,,in_stock,4,marks powder 250gm lucky store dairy & eggs
500gm,500gm,Lucky Store,,LS-000166,480.0,480.0,441.0,Dairy & Eggs,,,in_stock,3,marks powder 500gm lucky store dairy & eggs
75gm,75gm,Lucky Store,,LS-000167,80.0,80.0,71.25,Dairy & Eggs,,,in_stock,12,marks powder 75gm lucky store dairy & eggs
8gm,8gm,Lucky Store,,LS-000168,10.0,10.0,8.0,Dairy & Eggs,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa9523115075f231ec86d7_Marks-Active-School-2in1-Chocolate-Milk-Powder-400gm_1_415.webp,in_stock,24,marks powder 8gm lucky store dairy & eggs
Mars Fruit & Nut Chocolate - 32g,Mars Fruit & Nut Chocolate - 32g,Lucky Store,,LS-000169,220.0,220.0,120.0,Chocolates & Candies,,,in_stock,2,mars fruit & nut chocolate - 32g lucky store chocolates & candies
Maxline ML-073 Multi Color Multiplug 3 Port with 3M Cable,Maxline ML-073 Multi Color Multiplug 3 Port with 3M Cable,Lucky Store,,LS-000170,290.0,290.0,180.0,Electronics,,,in_stock,1,maxline ml-073 multi color multiplug 3 port with 3m cable lucky store electronics
Mentos,Mentos,Lucky Store,,LS-000171,40.0,40.0,33.33,Chocolates & Candies,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/66817857380e8899e56cc8e5_Mentos-Spearmint-Gum-56g-UK_1_415.webp,in_stock,24,mentos lucky store chocolates & candies
Meridian Chicken Chips,Meridian Chicken Chips,Lucky Store,,LS-000172,20.0,20.0,17.0,Snacks,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa9610d61902ef23078bf5_Meridian-Real-Thai-Chicken-Chips-182gm_1_415.webp,in_stock,24,meridian chicken chips lucky store snacks
Meridian Shrimp Chips,Meridian Shrimp Chips,Lucky Store,,LS-000173,20.0,20.0,17.0,Snacks,,,in_stock,24,meridian shrimp chips lucky store snacks
MI 9se 18W Quick Charger 3.0 With Power Adapter,MI 9se 18W Quick Charger 3.0 With Power Adapter,Lucky Store,,LS-000174,380.0,380.0,215.0,Electronics,,,in_stock,1,mi 9se 18w quick charger 3.0 with power adapter lucky store electronics
Mohammad Baking Soda - 86g,Mohammad Baking Soda - 86g,Lucky Store,,LS-000175,60.0,60.0,30.0,Baking Needs,,,in_stock,2,mohammad baking soda - 86g lucky store baking needs
Mohammad Yeast,Mohammad Yeast,Lucky Store,,LS-000176,65.0,65.0,30.0,Baking Needs,,,in_stock,1,mohammad yeast lucky store baking needs
Mojo 250ml,Mojo 250ml,Lucky Store,,LS-000177,20.0,20.0,16.5,Beverages,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa9386115075f231ec4ace_Mojo-250ml-Pet_1_415.webp,in_stock,26,mojo 250ml lucky store beverages
Mojo 500ml,Mojo 500ml,Lucky Store,,LS-000178,40.0,40.0,33.0,Beverages,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/6728a0343a11aefc405bb4b7_Mojo-500ml-Pet_1_415.webp,in_stock,26,mojo 500ml lucky store beverages
Movilcell M15 Fast Charging Cable TypeC 5A Output,Movilcell M15 Fast Charging Cable TypeC 5A Output,Lucky Store,,LS-000179,150.0,150.0,65.0,Electronics,,,in_stock,1,movilcell m15 fast charging cable typec 5a output lucky store electronics
Nan Opti Pro 1 300g,Nan Opti Pro 1 300g,Lucky Store,,LS-000180,900.0,900.0,769.0,Baby Care,,,in_stock,1,nan opti pro 1 300g lucky store baby care
Nan Opti Pro 2 350g,Nan Opti Pro 2 350g,Lucky Store,,LS-000181,920.0,920.0,863.0,Baby Care,,,in_stock,1,nan opti pro 2 350g lucky store baby care
Nan Opti Pro 3 350g,Nan Opti Pro 3 350g,Lucky Store,,LS-000182,920.0,920.0,863.0,Baby Care,,,in_stock,1,nan opti pro 3 350g lucky store baby care
Nescafe 3in1 14g sachet,Nescafe 3in1 14g sachet,Lucky Store,,LS-000183,15.0,15.0,13.0,Tea & Coffee,,,in_stock,36,nescafe 3in1 14g sachet lucky store tea & coffee
Nescafe Americano 8g sachet,Nescafe Americano 8g sachet,Lucky Store,,LS-000184,10.0,10.0,9.0,Tea & Coffee,,,in_stock,24,nescafe americano 8g sachet lucky store tea & coffee
Nescafe Classic 0.9g Sachet,Nescafe Classic 0.9g Sachet,Lucky Store,,LS-000185,5.0,5.0,4.5,Tea & Coffee,,,in_stock,120,nescafe classic 0.9g sachet lucky store tea & coffee
Nescafe Classic 180g Jar,Nescafe Classic 180g Jar,Lucky Store,,LS-000186,970.0,970.0,897.0,Tea & Coffee,,,in_stock,2,nescafe classic 180g jar lucky store tea & coffee
Nescafe Classic 200g Pouch,Nescafe Classic 200g Pouch,Lucky Store,,LS-000187,950.0,950.0,826.0,Tea & Coffee,,,in_stock,3,nescafe classic 200g pouch lucky store tea & coffee
Nescafe Classic 45g Jar,Nescafe Classic 45g Jar,Lucky Store,,LS-000188,275.0,275.0,254.0,Tea & Coffee,,,in_stock,3,nescafe classic 45g jar lucky store tea & coffee
Nescafe Classic 90g Jar,Nescafe Classic 90g Jar,Lucky Store,,LS-000189,475.0,475.0,433.0,Tea & Coffee,,,in_stock,2,nescafe classic 90g jar lucky store tea & coffee
Nescafe Creamy Latte 18g Sachet,Nescafe Creamy Latte 18g Sachet,Lucky Store,,LS-000190,20.0,20.0,17.0,Tea & Coffee,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa94ba115075f231ec4e25_Nescafe-Creamy-Latte-18gm_1_415.webp,in_stock,24,nescafe creamy latte 18g sachet lucky store tea & coffee
Nescafe Hazelnut Latte,Nescafe Hazelnut Latte,Lucky Store,,LS-000191,30.0,30.0,27.0,Tea & Coffee,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa94c3115075f231ec4e8d_Nescafe-3-in-1-Hazelnut-Latte-25gm_1_415.webp,in_stock,12,nescafe hazelnut latte lucky store tea & coffee
Nescafe Sunrise 3in1 10g,Nescafe Sunrise 3in1 10g,Lucky Store,,LS-000192,15.0,15.0,9.0,Tea & Coffee,,,in_stock,24,nescafe sunrise 3in1 10g lucky store tea & coffee
Nescafe Sunrise 3in1 instant coffee mix 10g sachet. Free sample.,Nescafe Sunrise 3in1 instant coffee mix 10g sachet. Free sample.,Lucky Store,,LS-000193,15.0,15.0,0.0,Tea & Coffee,,,in_stock,12,nescafe sunrise 3in1 10g sachet (free) lucky store tea & coffee
Nestea Ice Tea 18g,Nestea Ice Tea 18g,Lucky Store,,LS-000194,20.0,20.0,17.0,Tea & Coffee,,,in_stock,12,nestea ice tea 18g lucky store tea & coffee
Nido 1+ 350g,Nido 1+ 350g,Lucky Store,,LS-000195,525.0,525.0,490.0,Baby Care,,,in_stock,1,nido 1+ 350g lucky store baby care
Nido Family Choice 500g Pouch,Nido Family Choice 500g Pouch,Lucky Store,,LS-000196,490.0,490.0,463.0,Baby Care,,,in_stock,3,nido family choice 500g pouch lucky store baby care
Nimki Big,Nimki Big,Lucky Store,,LS-000197,60.0,60.0,45.0,Snacks,,,in_stock,6,nimki big lucky store snacks
Nimki Small,Nimki Small,Lucky Store,,LS-000198,10.0,10.0,6.66,Snacks,,,in_stock,24,nimki small lucky store snacks
Nivea Fresh Natural Roll On - 50ml,Nivea Fresh Natural Roll On - 50ml,Lucky Store,,LS-000199,220.0,220.0,195.0,Personal Care,,,in_stock,1,nivea fresh natural roll on - 50ml lucky store personal care
Nutrilife Cranberry 1L,Nutrilife Cranberry 1L,Lucky Store,,LS-000200,360.0,360.0,330.0,Beverages,,,in_stock,1,nutrilife cranberry 1l lucky store beverages
